aspect,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,dem,dem_fixed_5588,dem_original_backup,evi,fapar,fvc,gpp,hyld,lai,landscape,lrdl,ndvi,npp,pa,resp,roughness,slope,tri
286.0050048828125,5.1486711502075195,12.210639953613281,-1.5125030279159546,930.5485229492188,225.25289916992188,0.800000011920929,97.46307373046875,548.4898071289062,15.807589530944824,545.4844970703125,15.807589530944824,9.877485275268555,38.041019439697266,588.2133178710938,17.642370223999023,-8.323028564453125,25.96540069580078,11.822050094604492,-1.5125030279159546,3304.0,3304.0,3304.0,0.28056758642196655,160.0,0.7226604223251343,655.3499755859375,664.086181640625,2.8919029235839844,1.0,2083.593994140625,0.7525343894958496,655.3499755859375,0.0,0.0,33.0,22.687519073486328,172.41510009765625
303.4637145996094,7.4187140464782715,14.455389976501465,0.9909744262695312,927.3223876953125,225.5261993408203,0.8726776242256165,97.58989715576172,548.1796875,15.653820037841797,544.3693237304688,15.653820037841797,9.942733764648438,38.13351821899414,576.7929077148438,20.144359588623047,-5.929145812988281,26.073509216308594,13.974340438842773,0.9909744262695312,3040.0,3040.0,3040.0,0.4000777006149292,189.0,0.8338745832443237,655.3499755859375,164.08619689941406,4.074456214904785,0.6953713893890381,2418.548095703125,0.7788984775543213,655.3499755859375,0.0,0.0,20.0,12.845760345458984,165.38490295410156
197.5758056640625,4.943234920501709,11.957070350646973,-1.558771014213562,915.7103271484375,217.83709716796875,0.699999988079071,97.36105346679688,539.8673706054688,15.147210121154785,532.8828735351562,15.147210121154785,9.876107215881348,38.62042999267578,577.375,17.444490432739258,-8.127894401550293,25.57238006591797,11.624110221862793,-1.558771014213562,3463.0,3463.0,3463.0,0.33522531390190125,191.0,0.8699051141738892,655.3499755859375,408.4248962402344,4.244079113006592,1.0,2043.5350341796875,0.8555083274841309,655.3499755859375,1.0,0.0,29.0,20.4460391998291,176.54339599609375
152.9674072265625,5.802753925323486,12.63541030883789,-0.42721641063690186,917.9733276367188,218.27020263671875,0.699999988079071,97.67093658447266,541.4326171875,14.011030197143555,535.2813720703125,14.011030197143555,9.803099632263184,38.880088806152344,560.9412231445312,18.111600875854492,-7.102059841156006,25.213659286499023,12.332779884338379,-0.42721641063690186,3399.0,3399.0,3399.0,0.37601950764656067,185.0,0.9509398937225342,655.3499755859375,300.4914855957031,4.000024795532227,1.0,664.086181640625,0.8903114795684814,655.3499755859375,0.0,0.0,26.0,13.073160171508789,174.76260375976562
298.93798828125,7.00770378112793,13.853779792785645,0.7373858094215393,919.0833129882812,220.13470458984375,0.800000011920929,97.90184783935547,544.6419067382812,14.827280044555664,537.0468139648438,14.827280044555664,9.886007308959961,38.80231857299805,563.5908203125,19.456140518188477,-6.021725177764893,25.47787094116211,13.496210098266602,0.7373858094215393,3094.0,3094.0,3094.0,0.3870720863342285,184.0,0.8434188961982727,655.3499755859375,108.5895004272461,3.919400930404663,1.0,18.634260177612305,0.8640953898429871,655.3499755859375,0.0,0.0,23.0,17.681720733642578,166.82009887695312
113.54650115966797,5.576310157775879,12.682310104370117,-0.9198923707008362,905.8297729492188,214.08689880371094,0.7166829109191895,96.98560333251953,531.6624145507812,14.900099754333496,525.8082275390625,14.900099754333496,9.904622077941895,38.09469985961914,580.3986206054688,18.496620178222656,-7.50338077545166,26.0,12.315640449523926,-0.9198923707008362,3332.0,3332.0,3332.0,0.3865030109882355,195.0,0.8953499794006348,655.3499755859375,986.4714965820312,4.606520175933838,1.0,986.4714965820312,0.8593646287918091,655.3499755859375,0.0,0.0,50.0,30.462499618530273,173.12730407714844
49.600120544433594,5.569080829620361,12.69083023071289,-0.8758335113525391,905.2348022460938,213.4788055419922,0.7340359091758728,96.86583709716797,530.982177734375,15.242569923400879,525.0673828125,15.242569923400879,9.914175987243652,38.0148811340332,579.544677734375,18.606189727783203,-7.473639965057373,26.079830169677734,12.329839706420898,-0.8758335113525391,3295.0,3295.0,3295.0,0.38177430629730225,192.0,0.9232972860336304,655.3499755859375,1023.1090087890625,4.275619983673096,1.0,1238.3060302734375,0.8705483078956604,655.3499755859375,0.0,0.0,41.0,23.34457015991211,172.2133026123047
270.69580078125,7.443446159362793,14.406180381774902,1.0594240427017212,917.7769775390625,219.37710571289062,0.800000011920929,97.50666046142578,542.1265869140625,15.414640426635742,535.7517700195312,15.414640426635742,9.965185165405273,38.5672492980957,571.5894775390625,20.14936065673828,-5.689761161804199,25.839120864868164,14.030810356140137,1.0594240427017212,3188.0,3188.0,3188.0,0.4533573091030121,193.0,0.8608660101890564,655.3499755859375,794.5695190429688,4.411571979522705,0.3046286106109619,634.7501831054688,0.8792384266853333,655.3499755859375,0.0,0.0,48.0,28.17844009399414,169.34300231933594
38.397178649902344,7.028487205505371,14.11538028717041,0.5701780915260315,914.480712890625,216.60130310058594,0.7920640707015991,96.83783721923828,537.0598754882812,16.354909896850586,531.1273803710938,16.354909896850586,9.978208541870117,38.10786056518555,579.1859741210938,20.03874969482422,-6.145378112792969,26.18412971496582,13.701729774475098,0.5701780915260315,3039.0,3039.0,3039.0,0.359286904335022,196.0,0.898812472820282,655.3499755859375,145.451904296875,4.579038143157959,1.0,221.60899353027344,0.8822878003120422,655.3499755859375,0.0,0.0,47.0,29.278779983520508,165.3231964111328
193.822998046875,8.13571834564209,13.944230079650879,3.526700019836426,900.0339965820312,222.98129272460938,0.8034502267837524,97.21945190429688,530.76123046875,17.555330276489258,529.0858154296875,17.555330276489258,10.281379699707031,39.84347915649414,491.20770263671875,20.983930587768555,-4.814708232879639,25.79863929748535,13.375269889831543,3.526700019836426,3171.0,3171.0,3171.0,0.4953559935092926,190.0,0.9279857873916626,655.3499755859375,944.3505859375,4.1503801345825195,1.0,709.1350708007812,0.8610889911651611,655.3499755859375,0.0,0.0,44.0,28.99155044555664,169.02340698242188
237.389892578125,8.536426544189453,15.673319816589355,2.0630300045013428,935.5756225585938,226.89889526367188,0.8554583787918091,97.50348663330078,554.0432739257812,17.491180419921875,548.744384765625,17.491180419921875,10.062230110168457,38.08045959472656,581.9711303710938,21.619680404663086,-4.804207801818848,26.42388916015625,15.199529647827148,2.0630300045013428,2868.0,2868.0,2868.0,0.3875901997089386,191.0,0.9141539931297302,655.3499755859375,445.2561950683594,4.1831841468811035,1.0,312.239501953125,0.8703683018684387,655.3499755859375,0.0,0.0,31.0,19.843830108642578,160.70660400390625
24.706270217895508,7.66146183013916,14.743209838867188,1.4996559619903564,908.3903198242188,217.04049682617188,0.7845534086227417,96.7437973022461,532.7808227539062,16.680980682373047,528.4990844726562,16.680980682373047,9.976778030395508,38.01383972167969,572.5947265625,20.752750396728516,-5.492488861083984,26.2452392578125,14.280329704284668,1.4996559619903564,2990.0,2990.0,2990.0,0.3698748052120209,201.0,0.9163448214530945,655.3499755859375,145.451904296875,4.751442909240723,1.0,1167.1319580078125,0.8762732148170471,655.3499755859375,0.0,0.0,51.0,30.641050338745117,163.97300720214844
292.4659118652344,9.148088455200195,16.023109436035156,3.267606019973755,911.2987060546875,223.2198028564453,0.8519030213356018,97.63549041748047,539.8983154296875,17.224340438842773,535.37939453125,17.224340438842773,9.942481994628906,38.576290130615234,556.1915893554688,21.81583023071289,-3.95804500579834,25.77387046813965,15.470359802246094,3.267606019973755,2975.0,2975.0,2975.0,0.3030005097389221,178.0,0.8888983130455017,655.3499755859375,761.4760131835938,3.736185073852539,1.0,917.96337890625,0.8945388197898865,655.3499755859375,0.0,0.0,50.0,33.485389709472656,163.5814971923828
78.38675689697266,8.026941299438477,15.167200088500977,1.714877963066101,916.6173706054688,218.59249877929688,0.8872923851013184,96.52008819580078,537.7158203125,17.899999618530273,532.6533203125,17.899999618530273,10.00098991394043,37.89535140991211,578.3397216796875,21.162500381469727,-5.228589057922363,26.391090393066406,14.667980194091797,1.714877963066101,2853.0,2853.0,2853.0,0.39560478925704956,202.0,0.9325262904167175,655.3499755859375,471.6090087890625,4.969930171966553,1.0,839.78662109375,0.8892437815666199,655.3499755859375,0.0,0.0,28.0,18.71306037902832,160.33680725097656
174.38319396972656,8.514644622802734,15.596960067749023,2.3433170318603516,919.4293823242188,220.4864959716797,0.8570932745933533,96.70658874511719,540.5338745117188,17.737720489501953,536.01220703125,17.737720489501953,10.017219543457031,38.06489181518555,572.9495849609375,21.562610626220703,-4.753616809844971,26.31623077392578,15.060589790344238,2.3433170318603516,3045.0,3045.0,3045.0,0.36496371030807495,196.0,0.9114149808883667,655.3499755859375,778.3909912109375,4.664012908935547,1.0,854.0759887695312,0.8863857984542847,655.3499755859375,0.0,0.0,37.0,24.779569625854492,165.4656982421875
201.18170166015625,9.153670310974121,16.320329666137695,2.717081069946289,936.6436767578125,227.86709594726562,0.9901267886161804,97.23372650146484,554.0347900390625,17.899999618530273,548.6442260742188,17.899999618530273,10.071599960327148,37.991851806640625,583.418701171875,22.29029083251953,-4.219579219818115,26.509870529174805,15.79026985168457,2.717081069946289,2870.0,2870.0,2870.0,0.40269219875335693,200.0,0.9139477014541626,655.3499755859375,330.198486328125,4.7537522315979,1.0,794.5695190429688,0.8864728808403015,655.3499755859375,0.0,0.0,34.0,24.080089569091797,160.71609497070312
264.6180114746094,5.857353210449219,12.984749794006348,-0.524219274520874,922.19482421875,217.09300231933594,0.800000011920929,97.3672866821289,542.2570190429688,14.274809837341309,537.4509887695312,14.274809837341309,9.909893035888672,38.16183853149414,576.6718139648438,18.774150848388672,-7.194067001342773,25.968219757080078,12.603050231933594,-0.524219274520874,3369.0,3369.0,3369.0,0.2638697028160095,176.0,0.8377164006233215,655.3499755859375,108.5895004272461,3.557750940322876,0.1135639026761055,2635.177001953125,0.7796820998191833,655.3499755859375,0.0,0.0,37.0,25.62718963623047,174.09820556640625
192.44520568847656,8.25055980682373,15.449769973754883,1.8224810361862183,929.60498046875,222.22569274902344,0.9217674732208252,96.55149841308594,546.5775756835938,17.927289962768555,540.58642578125,17.927289962768555,10.042559623718262,37.89645004272461,582.6135864257812,21.39529037475586,-5.104704856872559,26.5,14.93047046661377,1.8224810361862183,3146.0,3146.0,3146.0,0.3431644141674042,194.0,0.8932955861091614,655.3499755859375,414.1402893066406,4.555528163909912,1.0,1492.7679443359375,0.8630812764167786,655.3499755859375,0.0,0.0,42.0,26.808399200439453,168.12429809570312
193.74929809570312,6.925288200378418,14.110529899597168,0.5115169286727905,922.0062255859375,217.46749877929688,0.817419171333313,96.67588806152344,540.7805786132812,16.178800582885742,535.2999877929688,16.178800582885742,9.999848365783691,37.91374969482422,580.4832153320312,20.031349182128906,-6.344113826751709,26.375459671020508,13.645050048828125,0.5115169286727905,3300.0,3300.0,3300.0,0.3693748116493225,188.0,0.8083581924438477,655.3499755859375,835.913818359375,4.043575763702393,1.0,2373.304931640625,0.8353261947631836,655.3499755859375,0.0,0.0,51.0,34.85121154785156,172.28799438476562
320.42181396484375,9.704530715942383,16.83757972717285,3.410051107406616,928.5510864257812,228.591796875,0.9674503207206726,97.59618377685547,551.9846801757812,18.557390213012695,545.2529907226562,18.557390213012695,10.086179733276367,38.11479949951172,578.3142700195312,22.789249420166016,-3.673625946044922,26.462879180908203,16.227659225463867,3.410051107406616,2745.0,2745.0,2745.0,0.39291998744010925,200.0,0.9371634125709534,655.3499755859375,414.0862121582031,4.836978912353516,1.0,653.9542846679688,0.9035447835922241,655.3499755859375,0.0,0.0,29.0,20.029769897460938,157.2209930419922
273.18548583984375,9.160405158996582,16.2332706451416,2.968229055404663,938.2952880859375,226.24639892578125,0.938173770904541,96.8532485961914,553.5167846679688,18.899999618530273,548.7276000976562,18.899999618530273,10.002479553222656,38.12472915649414,571.8555297851562,22.084619522094727,-4.151869773864746,26.23649024963379,15.558159828186035,2.968229055404663,2837.0,2837.0,2837.0,0.3752574026584625,200.0,0.9397047758102417,655.3499755859375,9.756709098815918,4.937648773193359,1.0,565.7514038085938,0.8948972821235657,655.3499755859375,0.0,0.0,42.0,27.70903968811035,159.78379821777344
152.26910400390625,7.883458137512207,15.045160293579102,1.6185230016708374,933.3524169921875,219.95950317382812,0.8999999761581421,96.1910171508789,545.8975830078125,17.48975944519043,541.3305053710938,17.48975944519043,10.000679969787598,37.75178146362305,577.3897705078125,20.9289493560791,-5.5621747970581055,26.491119384765625,14.399109840393066,1.6185230016708374,3152.0,3152.0,3152.0,0.39681339263916016,197.0,0.9225286245346069,655.3499755859375,552.076904296875,4.502941131591797,1.0,1590.1839599609375,0.8581840991973877,655.3499755859375,0.0,0.0,38.0,23.015399932861328,168.4687957763672
254.79690551757812,8.346879005432129,15.505149841308594,2.1160809993743896,943.6994018554688,221.4788055419922,1.0453920364379883,95.74080657958984,551.8508911132812,19.0,546.0366821289062,19.0,10.075530052185059,37.69007873535156,579.4613037109375,21.401630401611328,-5.3311262130737305,26.732759475708008,14.827449798583984,2.1160809993743896,3014.0,3014.0,3014.0,0.35485509037971497,195.0,0.9386637210845947,655.3499755859375,173.8428955078125,4.5886969566345215,0.34365540742874146,914.086181640625,0.8649317026138306,655.3499755859375,0.0,0.0,26.0,16.987850189208984,164.7165069580078
215.86520385742188,10.310319900512695,15.254010200500488,5.945188045501709,931.9273071289062,228.60350036621094,1.055616021156311,96.84662628173828,552.4086303710938,19.818920135498047,544.7498168945312,19.818920135498047,8.692172050476074,39.142330169677734,450.4844970703125,21.05562973022461,-1.1512130498886108,22.20684051513672,14.695659637451172,5.945188045501709,2950.0,2950.0,2950.0,0.42140141129493713,204.0,0.9036437273025513,655.3499755859375,1123.9169921875,4.846129894256592,1.0,1395.0460205078125,0.870072603225708,655.3499755859375,1.0,0.0,39.0,25.564069747924805,162.87060546875
209.10569763183594,10.215510368347168,17.05297088623047,3.21185302734375,1080.8909912109375,247.9250946044922,2.8994569778442383,94.06265258789062,636.1063232421875,28.206050872802734,610.86669921875,28.206050872802734,8.601393699645996,33.75006103515625,603.457275390625,22.529460906982422,-2.9558889865875244,25.485349655151367,16.2844295501709,3.21185302734375,2071.0,2071.0,2071.0,0.46064019203186035,217.0,0.9210718870162964,655.3499755859375,145.451904296875,5.646073818206787,1.0,262.9111022949219,0.8769956827163696,655.3499755859375,4.0,0.0,43.0,22.87005043029785,136.40289306640625
299.01300048828125,9.897014617919922,16.666730880737305,2.882143974304199,1069.553955078125,241.08309936523438,2.842958927154541,93.31712341308594,625.6387939453125,28.085599899291992,599.6077880859375,28.085599899291992,8.52673625946045,33.471580505371094,603.5430908203125,22.192760467529297,-3.2806708812713623,25.473430633544922,15.96438980102539,2.882143974304199,2372.0,2372.0,2372.0,0.45158061385154724,203.0,0.9054266810417175,655.3499755859375,1188.5059814453125,4.716573238372803,1.0,1688.489990234375,0.8896489143371582,655.3499755859375,4.0,0.0,34.0,21.390920639038086,146.13400268554688
87.80516052246094,9.74048137664795,16.51470947265625,2.7162740230560303,1067.509033203125,237.5281982421875,2.995296001434326,92.78990173339844,620.5822143554688,28.450990676879883,596.167724609375,28.450990676879883,8.417951583862305,33.167640686035156,604.9027709960938,21.950420379638672,-3.4290640354156494,25.379480361938477,15.809989929199219,2.7162740230560303,2185.0,2185.0,2185.0,0.4069738984107971,206.0,0.9194406270980835,655.3499755859375,1395.0460205078125,4.951901912689209,1.0,2721.60888671875,0.8809329271316528,655.3499755859375,4.0,0.0,21.0,10.975040435791016,140.2781982421875
149.39089965820312,10.581290245056152,17.395389556884766,3.6250131130218506,1094.071044921875,254.38800048828125,3.199157953262329,93.99752044677734,646.5634155273438,29.831329345703125,618.0994262695312,29.831329345703125,9.113699913024902,34.50899887084961,605.361083984375,23.363170623779297,-3.042741060256958,26.40591049194336,16.79482078552246,3.6250131130218506,1931.0,1931.0,1931.0,0.5329245924949646,213.0,0.9048768877983093,655.3499755859375,755.252197265625,5.25410795211792,1.0,2272.64990234375,0.8605735898017883,655.3499755859375,4.0,0.0,53.0,29.166860580444336,131.7574005126953
38.36450958251953,9.89155387878418,16.66560935974121,3.0439391136169434,1058.5419921875,235.7333984375,3.0030059814453125,92.66943359375,614.9259033203125,28.532100677490234,590.7294921875,28.532100677490234,9.052270889282227,34.458499908447266,595.3297729492188,22.684919357299805,-3.5834848880767822,26.268400192260742,16.068880081176758,3.0439391136169434,2428.0,2428.0,2428.0,0.4297831952571869,212.0,0.9632633924484253,655.3499755859375,705.6680297851562,5.590834140777588,1.0,2081.117919921875,0.8447368144989014,655.3499755859375,4.0,0.0,48.0,29.179149627685547,147.73570251464844
226.78810119628906,10.753399848937988,18.11142921447754,3.606295108795166,1052.989013671875,243.90859985351562,2.700000047683716,94.20369720458984,617.7545776367188,27.240859985351562,597.659423828125,27.240859985351562,9.605210304260254,35.70478820800781,625.593017578125,23.652179718017578,-3.249156951904297,26.901330947875977,17.31460952758789,3.606295108795166,2145.0,2145.0,2145.0,0.39352598786354065,201.0,0.8722872138023376,655.3499755859375,291.302001953125,4.775917053222656,1.0,1535.386962890625,0.8494365215301514,655.3499755859375,3.0,0.0,42.0,23.07653045654297,138.98440551757812
126.51599884033203,10.845270156860352,17.770029067993164,4.0122761726379395,1089.833984375,252.10260009765625,3.275563955307007,93.77631378173828,642.472900390625,30.131389617919922,615.0623168945312,30.131389617919922,9.70799446105957,35.489810943603516,604.228515625,24.098440170288086,-3.252495050430298,27.350940704345703,17.150840759277344,4.0122761726379395,2061.0,2061.0,2061.0,0.501666784286499,213.0,0.9128705263137817,655.3499755859375,335.9137878417969,5.409818172454834,1.0,906.7359008789062,0.8603252172470093,655.3499755859375,4.0,0.0,71.0,40.279991149902344,136.16720581054688
219.15480041503906,10.138699531555176,17.109649658203125,3.420454978942871,1050.39599609375,230.07839965820312,3.071643114089966,91.84313201904297,605.705322265625,29.07859992980957,582.024169921875,29.07859992980957,10.106220245361328,36.38584899902344,600.0255126953125,23.49597930908203,-4.27834415435791,27.774330139160156,16.504840850830078,3.420454978942871,2443.0,2443.0,2443.0,0.36332058906555176,193.0,0.8714755177497864,655.3499755859375,944.3505859375,4.109035968780518,1.0,85.9138412475586,0.810052216053009,655.3499755859375,4.0,0.0,71.0,37.1085205078125,148.32640075683594
129.3135986328125,10.634679794311523,17.916799545288086,3.3819680213928223,1051.156005859375,244.36700439453125,2.825753927230835,94.05757141113281,616.6373901367188,27.323589324951172,596.7047729492188,27.323589324951172,9.348352432250977,35.156429290771484,629.3109741210938,23.407419204711914,-3.1818010807037354,26.589229583740234,17.11539077758789,3.3819680213928223,2214.0,2214.0,2214.0,0.5392240881919861,206.0,0.8899145722389221,655.3499755859375,408.4248962402344,5.164850234985352,1.0,408.4248962402344,0.860996425151825,655.3499755859375,3.0,0.0,18.0,11.1174898147583,141.09019470214844
